"OrderColecta"	"NSiembra"	"Origen"	"Raza"	"Estado"	"Num_Colecta"	"Nombre_comun"	"Raza_Primaria"	"Raza_Secundaria"	"Año._de_colecta"	"Localidad"	"Municipio"	"Estado.1"	"Longitud"	"Latitud"	"Altitud"	"Ruizetal2008_grupo"	"Sanchezetal_grupo"	"Categ.Altitud"	"Rbiogeo"	"DivFloristic"	"PeralesBiog"	"pca$eigenvect[, 1]"	"pca$eigenvect[, 2]"	"ColorByRaza"	"ColorByLong"	"ColorByLat"	"ColorByAlt"	"ColorByGpEc"	"ColorByTax"	"ColorByCategAlt"	"ColorByBiogeo"	"ColorByDivFloristic"	"ColorByPeralesBiog"
2	3	"INIFAP-2009-16"	"Apachito"	"Chihuahua"	"16"	"Ocho carreras"	"Apachito"	NA	2009	"Santo Tomás"	"Guerrero"	"Chihuahua"	-107.583	28.68577778	1975	"1A_templado540-640mm"	"Sierra de Chihuahua"	"mid"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Ca¤ones Chi"	-0.056541631949545	-0.115227414272372	"#FF2100FF"	"#A1FFFFFF"	"#FF8CFFFF"	"#A9D800FF"	"turquoise"	"violetred"	"#0000FFFF"	"#007F57"	"gold"	"#00FFFFFF"
1	68	"2009-72"	"Chalqueño"	"Tlaxcala"	"22"	"Chalqueño Criollo"	"Chalqueño"	NA	2008	"Ignacio Zaragoza"	"Cuapiaxtla"	"Tlaxcala"	-97.92944444	19.29083333	2497	""	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.0990951857084565	0.0546077608732977	"#F4FF00FF"	"#FFBDFFFF"	"#D9FFFFFF"	"#3EBB00FF"	"white"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	91	"2007-33"	"Dulcillo del Noroeste"	"Sonora"	"SON2007-033"	"Maíz Dulce"	"Dulcillo del Noroeste"	NA	2007	"Agua Blanca"	"Yécora"	"Sonora"	-108.9246667	28.53702778	1435	"2A_semicalido500-870mm"	"Chapalote"	"mid"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Sierras del"	-0.0171814025972046	-0.249285831885786	"#00FF59FF"	"#8FFFFFFF"	"#FF8FFFFF"	"#E8C52BFF"	"gold"	"orangered3"	"#0000FFFF"	"#007F57"	"gold"	"gold"
2	39	"Chis-2009-18"	"Dzit-Bacal"	"Chiapas"	"Repetida 18"	"Olotillo crema"	"Dzit-Bacal"	NA	2009	"Nuevo Vicente Guerrero"	"Villacorzo"	"Chiapas"	-92.97972222	16.03225	618	"3A_muycalido990-1360mm"	"Maduración tardía"	"low"	"Costa del Pacifico"	"Serranias Transismicas"	"Chiapas"	0.107051388784332	0.0592576531047462	"#00FF7AFF"	"#FFA2FFFF"	"#8CFFFFFF"	"#EBB16CFF"	"red"	"cyan"	"#00FF00FF"	"#00FF66FF"	"#B8095F"	"#0000FFFF"
2	12	"Celaya-2009-114"	"Celaya"	"Guanajuato"	"2009-REPO-114"	"Maíz Criollo"	"Celaya"	NA	2009	"El Ahuacate"	"Uriangato"	"Guanajuato"	-101.1188889	20.09111111	1877	"2A_semicalido500-870mm y 1B_templado>650mm"	"Dentados tropicales"	"mid"	"Eje Volcanico"	"Altiplanicie"	"Baj¡o"	-0.0151525157257857	-0.0187902904343307	"#FFE900FF"	"#D5FFFFFF"	"#FFF1FFFF"	"#B4DA00FF"	"goldenrod"	"springgreen4"	"#0000FFFF"	"#3300FFFF"	"#FF0000FF"	"red"
2	41	"Celaya-2009-2"	"Elotes Occidentales"	"Guanajuato"	"2009-REPO-002"	"Maíz Criollo"	"Elotes Occidentales"	NA	2009	"Comonfort"	"Comonfort"	"Guanajuato"	-100.7658333	20.74416667	1800	"2C_semicalido740-855mm y 1B_templado>650mm"	"Ocho Hileras"	"mid"	"Eje Volcanico"	"Altiplanicie"	"Baj¡o"	-0.0212404575367584	-0.0323111968603068	"#00FFDEFF"	"#DAFFFFFF"	"#FFDEFFFF"	"#CCE000FF"	"yellow"	"mediumblue"	"#0000FFFF"	"#3300FFFF"	"#FF0000FF"	"red"
1	35	"2009-6-a"	"Chalqueño"	"Estado de México"	"2009-006"	"Criollo de la Región"	"Chalqueño"	NA	2009	"La Cofradía"	"Amatepec"	"Estado de México"	-100.2275	18.66027778	1390	""	"Cónico"	"mid"	"Depresion del Balsas"	"Depresion del Balsas"	"Cordillera"	-0.0978221506303254	0.0539796557208573	"#F4FF00FF"	"#DEFFFFFF"	"#BDFFFFFF"	"#E8C132FF"	"white"	"yellow2"	"#0000FFFF"	"#0066FFFF"	"#FF00FFFF"	"blue4"
1	58	"2009-169"	"Palomero Toluqueño"	"Estado de México"	"2009-169"	"Blanco"	"Palomero Toluqueño"	NA	2009	"San Marcos Tlazapan"	"San Bartolo Morelos"	"Estado de México"	-99.71715556	19.79833333	2688	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Altiplanicie"	"Mesa Centra"	-0.102844794232456	0.0510075189597679	"#0B00FFFF"	"#F5FFFFFF"	"#FCFFFFFF"	"#07A900FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"#FF0000FF"	"green3"
2	51	"Ig-2010-114"	"Nal-tel de Altura"	"Oaxaca"	"OAX-165"	"Costeño"	"Nal-tel de Altura"	NA	1954	"El Ciruelo"	"Santiago Pinotepa Nacional"	"Oaxaca"	-98.21666667	16.3	50	"3A_muycalido990-1360mm"	"Dentados tropicales"	"low"	"Costa del Pacifico"	"Costa Pacifica"	"Complejo de"	0.0801788102942268	0.0165223836581086	"#009BFFFF"	"#FFCEFFFF"	"#9FFFFFFF"	"#F2E8E7FF"	"red"	"springgreen4"	"#00FF00FF"	"#00FF66FF"	"#0000FFFF"	"#FF00FFFF"
1	82	"2009-121"	"Comiteco"	"Chiapas"	"121"	"Amarillo"	"Comiteco"	NA	2009	"San Marcos"	"Independencia"	"Chiapas"	-91.97702778	16.19611111	1553	"1C_templado>1000mm"	"Maduración tardía"	"mid"	"Los Altos de Chiapas"	"Serranias Transismicas"	"Chiapas"	0.0578572027360847	0.0527954887615468	"#B1FF00FF"	"#FF86FFFF"	"#96FFFFFF"	"#E6D710FF"	"mediumturquoise"	"cyan"	"#0000FFFF"	"#FF0099FF"	"#B8095F"	"#0000FFFF"
1	67	"2009-92"	"Chalqueño"	"Tlaxcala"	"92"	"Blanco Campeón"	"Chalqueño"	NA	2009	"Lázaro Cárdenas, a 500 km al noroeste"	"Huamantla"	"Tlaxcala"	-97.98805556	19.35916667	2530	""	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.0939465891191983	0.0502332988907527	"#F4FF00FF"	"#FFC5FFFF"	"#E1FFFFFF"	"#38B900FF"	"white"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	93	"2009-59"	"Pepitilla"	"Estado de México"	"2009-059"	"Ancho"	"Pepitilla"	NA	2009	"San Pedro Temeyac"	"Temascaltepec"	"Estado de México"	-100.1686111	19.0525	1830	"2C_semicalido740-855mm"	"Dentados tropicales"	"mid"	"Eje Volcanico"	"Depresion del Balsas"	"Cordillera"	-0.00889301825747368	-0.0629652165146015	"#2C00FFFF"	"#E0FFFFFF"	"#C5FFFFFF"	"#C0DD00FF"	"yellow3"	"springgreen4"	"#0000FFFF"	"#3300FFFF"	"#FF00FFFF"	"blue4"
2	21	"Guerrero-2008-12"	"Conejo"	"Guerrero"	"12"	"Crema"	"Conejo"	NA	2008	"Olinalá"	"Olinalá"	"Guerrero"	-98.74311111	17.78013889	1312	""	"Tropicales precoces"	"mid"	"Depresion del Balsas"	"Depresion del Balsas"	"Cordillera"	0.0110396682798151	-0.0514047964095606	"#6FFF00FF"	"#FFEEFFFF"	"#B4FFFFFF"	"#E8BF35FF"	"white"	"red2"	"#0000FFFF"	"#0066FFFF"	"#FF00FFFF"	"blue4"
2	6	"INIFAP-2009-415"	"Azul"	"Chihuahua"	"415"	"Apachito y azul"	"Azul"	NA	2009	"Las Varas"	"Temosachic"	"Chihuahua"	-108.0152222	28.45538889	2215	"1A_templado540-640mm"	"Sierra de Chihuahua"	"high"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Ca¤ones Chi"	-0.0575943156987054	-0.148353064754798	"#FF6400FF"	"#9DFFFFFF"	"#FF9AFFFF"	"#5EC400FF"	"turquoise"	"violetred"	"#FF0000FF"	"#007F57"	"gold"	"#00FFFFFF"
1	101	"2009-142"	"Cónico"	"Tlaxcala"	"142"	"Blanco"	"Cónico"	NA	2009	"Cerca de Capula"	"Tetla"	"Tlaxcala"	-98.04833333	19.51888889	2557	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Altiplanicie"	"Mesa Centra"	-0.100520113866101	0.0404683028547454	"#4EFF00FF"	"#FFC9FFFF"	"#EEFFFFFF"	"#2AB500FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"#FF0000FF"	"green3"
1	27	"2009-232"	"Ancho"	"Estado de México"	"2009-232"	"Ancho"	"Ancho"	NA	2009	"Carretera San Juan Tepeoculco"	"Atlautla"	"Estado de México"	-98.77861111	18.9975	2226	"4_Jala"	"Ocho Hileras"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.0428371327496122	-0.0331324633114403	"#FF0000FF"	"#FFF1FFFF"	"#C2FFFFFF"	"#57C200FF"	"darkred"	"mediumblue"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	43	"2009-46"	"Cónico"	"Estado de México"	"2009-046"	"Amarillo Zanahoria"	"Cónico"	NA	2009	"Colonia Libertad"	"Santacruz Atizapán"	"Estado de México"	-99.50972222	19.18472222	2585	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.0988077236484968	0.0625478272875588	"#4EFF00FF"	"#FDFFFFFF"	"#D0FFFFFF"	"#1CB000FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
2	1	"INIFAP-2009-2"	"Apachito"	"Chihuahua"	"2"	"Perlilla"	"Apachito"	NA	2009	"Tres Ojitos"	"Madera"	"Chihuahua"	-108.0796111	29.11311111	2106	"1A_templado540-640mm"	"Sierra de Chihuahua"	"high"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Ca¤ones Chi"	-0.0628233371021348	-0.0364287550263567	"#FF2100FF"	"#9AFFFFFF"	"#FF8AFFFF"	"#79CC00FF"	"turquoise"	"violetred"	"#FF0000FF"	"#007F57"	"gold"	"#00FFFFFF"
2	33	"INIFAP-2009-14"	"Cristalino de Chihuahua"	"Chihuahua"	"14"	"Maiz blanco"	"Cristalino de Chihuahua"	NA	2009	"La Cantera"	"Cusihuiriachi"	"Chihuahua"	-106.8788889	28.19322222	2094	"1A_templado540-640mm"	"Sierra de Chihuahua"	"high"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Ca¤ones Chi"	-0.0596340242178964	-0.0869778784573602	"#00FF16FF"	"#A6FFFFFF"	"#FF9FFFFF"	"#80CD00FF"	"turquoise"	"violetred"	"#FF0000FF"	"#007F57"	"gold"	"#00FFFFFF"
1	100	"2007-OPV087"	"Blando de Sonora"	"Sinaloa"	"SIN-2007-087"	"Maíz Blando"	"Blando de Sonora"	NA	2007	"Chinobampo"	"El Fuerte "	"Sinaloa"	-108.3833333	26.39472222	299	"2A_semicalido500-870mm"	"Ocho Hileras"	"low"	"Costa del Pacifico"	"Costa Pacifica"	"Sierras del"	0.0218458937677421	-0.164279528957913	"#FF8500FF"	"#98FFFFFF"	"#FFADFFFF"	"#EEBBA3FF"	"gold"	"mediumblue"	"#00FF00FF"	"#00FF66FF"	"#0000FFFF"	"gold"
2	24	"INIFAP-2009-3"	"Cónico Norteño"	"Chihuahua"	"3"	"Pepitillo blanco"	"Cónico Norteño"	NA	2009	"Bustillos"	"Cuauhtemoc"	"Chihuahua"	-106.63225	28.49672222	2010	"1B_templado>650mm"	"Cónico"	"high"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Ca¤ones Chi"	-0.0610233703429025	-0.0521898444348683	"#2CFF00FF"	"#ABFFFFFF"	"#FF94FFFF"	"#A5D700FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#007F57"	"gold"	"#00FFFFFF"
1	103	"2009-63"	"Elotes Occidentales"	"Estado de México"	"2009-063"	"Maíz Negro o Gringas"	"Elotes Occidentales"	NA	2009	"El Peñón"	"Temascaltepec"	"Estado de México"	-100.1083333	19.04388889	1779	"2C_semicalido740-855mm y 1B_templado>650mm"	"Ocho Hileras"	"mid"	"Eje Volcanico"	"Depresion del Balsas"	"Cordillera"	-0.0109649260282326	-0.0528629755137034	"#00FFDEFF"	"#E5FFFFFF"	"#C4FFFFFF"	"#D5E200FF"	"yellow"	"mediumblue"	"#0000FFFF"	"#3300FFFF"	"#FF00FFFF"	"blue4"
1	72	"2009-89"	"Cónico"	"Hidalgo"	"89"	"Maíz negro"	"Cónico "	NA	2009	"Ejido Cerro Alto"	"Agua Blanca"	"Hidalgo"	-98.37861111	20.33166667	2059	"1B_templado>650mm"	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	-0.0981481148459288	0.0533877079020307	"#4EFF00FF"	"#FFDEFFFF"	"#FFE8FFFF"	"#92D200FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
2	10	"INIFAP-2009-38"	"Bofo"	"Chihuahua"	"38"	"Pozolero y azul"	"Bofo"	NA	2009	"Cuiteco"	"Urique"	"Chihuahua"	-108.0082222	27.43477778	1734	"2A_semicalido500-870mm"	"Ocho Hileras"	"mid"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Ca¤ones Chi"	-0.0270259401971908	-0.105359038475459	"#FFA600FF"	"#9FFFFFFF"	"#FFA4FFFF"	"#E1E500FF"	"gold"	"mediumblue"	"#0000FFFF"	"#007F57"	"gold"	"#00FFFFFF"
2	28	"Pue-2010-255"	"Coscomatepec"	"Puebla"	"255"	"Criollo blanco"	"Coscomatepec"	NA	2010	"Equimita"	"Cuetzalan"	"Puebla"	-97.56488889	19.96466667	1604	""	"Maduración tardía"	"mid"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Complejo de"	0.061677158286326	0.061844681771383	"#0BFF00FF"	"#FFB6FFFF"	"#FFF8FFFF"	"#E6DD0AFF"	"white"	"cyan"	"#0000FFFF"	"#007D99"	"blue4"	"#FF00FFFF"
2	49	"Celaya-2009-49"	"Mushito"	"Guanajuato"	"2009-JAAG-049"	"Maíz garambulla blanca"	"Mushito"	NA	2009	"Cerro Prieto"	"Atarjea"	"Guanajuato"	-99.805	21.2775	1850	"1C_templado>1000mm"	"Cónico"	"mid"	"Sierra Madre Oriental"	"Altiplanicie"	"Planicies d"	0.0481891567660328	0.0528961968785763	"#00BCFFFF"	"#EFFFFFFF"	"#FFCCFFFF"	"#BCDC00FF"	"mediumturquoise"	"yellow2"	"#0000FFFF"	"#007D99"	"#FF0000FF"	"#B8095F"
1	56	"2009-85"	"Elotes Cónicos"	"Estado de México"	"2009-085"	"Negro"	"Elotes Cónicos"	NA	2009	"Emiliano Zapata"	"Ixtlahuaca"	"Estado de México"	-99.79111111	19.56944444	2538	""	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.0988512493831525	0.0601169052292046	"#00FFBCFF"	"#F1FFFFFF"	"#EFFFFFFF"	"#30B600FF"	"white"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	66	"2009-58"	"Elotes Cónicos"	"Tlaxcala"	"58"	"Azul"	"Elotes Cónicos"	NA	2009	"A 5 km dirección Este"	"Huamantla"	"Tlaxcala"	-97.9725	19.32166667	2621	""	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.0920357504785401	0.0570922377004062	"#00FFBCFF"	"#FFBEFFFF"	"#DCFFFFFF"	"#0FAB00FF"	"white"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
2	52	"Ig-2010-238"	"Nal-tel de Altura"	"Oaxaca"	"OAX-400"	"Criollo"	"Nal-tel de Altura"	NA	1970	"Finca Carlota"	"San Bartolome Ayautla"	"Oaxaca"	-96.73333333	18.01666667	1250	"3A_muycalido990-1360mm"	"Dentados tropicales"	"mid"	"Golfo de Mexico"	"Valle de Tehuacan"	"Complejo de"	0.0268191522068712	0.0521343056220676	"#009BFFFF"	"#FFADFFFF"	"#B7FFFFFF"	"#E9BE38FF"	"red"	"springgreen4"	"#0000FFFF"	"#CC00FFFF"	"#4F6A00"	"#FF00FFFF"
2	47	"Ig-2010-294"	"Jala"	"Nayarit"	"2003-2"	"Criollo"	"Jala"	NA	2003	"Jomulco"	"Jala"	"Nayarit"	-104.4286944	21.10166667	1153	"2A_semicalido500-870mm y 4_Jala"	"Ocho Hileras"	"mid"	"Costa del Pacifico"	"Serranias Meridionales"	"Sierras del"	0.0372449759713508	-0.0491965326957687	"#00DEFFFF"	"#CBFFFFFF"	"#FFD0FFFF"	"#E9BB3FFF"	"darkgoldenrod"	"mediumblue"	"#0000FFFF"	"#00FF66FF"	"green3"	"gold"
1	80	"2009-39"	"Comiteco"	"Chiapas"	"39"	"Napalu amarillo"	"Comiteco"	NA	2009	"Ejido Suchiapa"	"Suchiapa"	"Chiapas"	-93.09966667	16.62313889	455	"1C_templado>1000mm"	"Maduración tardía"	"low"	"Costa del Pacifico"	"Costa Pacifica"	"Chiapas"	0.0846833530707533	0.052872267302583	"#B1FF00FF"	"#FFA6FFFF"	"#A4FFFFFF"	"#EEB695FF"	"mediumturquoise"	"cyan"	"#00FF00FF"	"#00FF66FF"	"#0000FFFF"	"#0000FFFF"
1	65	"2009-39"	"Elotes Cónicos"	"Tlaxcala"	"39"	"Azul Criollo"	"Elotes Cónicos"	NA	2008	"Francisco Javier Mina"	"Trinidad Sánchez Santos"	"Tlaxcala"	-97.92472222	19.19055556	2640	""	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.0972677052931686	0.0510172201715898	"#00FFBCFF"	"#FFBBFFFF"	"#D2FFFFFF"	"#0CAA00FF"	"white"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	94	"2009-60"	"Pepitilla"	"Estado de México"	"2009-060"	"Menudito"	"Pepitilla"	NA	2009	"San Pedro Temeyac"	"Temascaltepec"	"Estado de México"	-100.1686111	19.0525	1830	"2C_semicalido740-855mm"	"Dentados tropicales"	"mid"	"Eje Volcanico"	"Depresion del Balsas"	"Cordillera"	-0.0120842584674504	-0.0540964392128596	"#2C00FFFF"	"#E0FFFFFF"	"#C5FFFFFF"	"#C0DD00FF"	"yellow3"	"springgreen4"	"#0000FFFF"	"#3300FFFF"	"#FF00FFFF"	"blue4"
2	36	"Ig-2010-103"	"Dulce"	"Chihuahua"	"CHIH-235"	"Dulce"	"Dulce"	NA	1969	"Moris"	"Moris"	"Chihuahua"	-108.5333333	28.13333333	950	"2B_semicalido450-620mm"	"Cónico"	"low"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Ca¤ones Chi"	-0.00419672971026623	-0.17633046233653	"#00FF37FF"	"#96FFFFFF"	"#FFA1FFFF"	"#EAB550FF"	"khaki"	"yellow2"	"#00FF00FF"	"#007F57"	"gold"	"#00FFFFFF"
2	26	"Ig-2010-245"	"Coscomatepec"	"Veracruz"	"VER-54A"	""	"Coscomatepec"	NA	1948	"EL PALMAR"	"TEZONAPA"	"Veracruz"	-96.78333333	18.5	201	""	"Maduración tardía"	"low"	"Golfo de Mexico"	"Serranias Meridionales"	"Complejo de"	0.105787666340072	0.0484650457691605	"#0BFF00FF"	"#FFAFFFFF"	"#BBFFFFFF"	"#F0C9C0FF"	"white"	"cyan"	"#00FF00FF"	"#CC00FFFF"	"green3"	"#FF00FFFF"
1	105	"2009-09"	"Mushito"	"B.C.S."	"2009-09"	"Maíz Morado"	"Mushito"	NA	2009	"Mulegé"	"Mulegé"	"B.C.S."	-111.9864167	26.89047222	5	"1C_templado>1000mm"	"Cónico"	"low"	"Baja California"	"Baja California"	"BC y Noroes"	0.0607650666718987	0.00642717394697296	"#00BCFFFF"	"#80FFFFFF"	"#FFA9FFFF"	"#F2F2F2FF"	"mediumturquoise"	"yellow2"	"#00FF00FF"	"#CCFF00FF"	"#FFFF00FF"	"darkorange2"
1	30	"2009-236"	"Ancho"	"Estado de México"	"2009-236"	"Ancho"	"Ancho"	NA	2009	"San Andrés Tlalamac"	"Atlautla"	"Estado de México"	-98.80944444	18.96805556	2073	"4_Jala"	"Ocho Hileras"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	0.0979088503416019	0.0690383578636336	"#FF0000FF"	"#FFF8FFFF"	"#C0FFFFFF"	"#87CF00FF"	"darkred"	"mediumblue"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	16	"2007-054"	"Elotero de Sinaloa"	"Sinaloa"	"SIN-2007-054"	"Negro"	"Elotero de Sinaloa"	NA	2007	"Agua Zarca"	"El Rosario"	"Sinaloa"	-105.5463889	22.88972222	220	""	"Chapalote"	"low"	"Costa del Pacifico"	"Costa Pacifica"	"Sierras del"	-0.0980998491659963	0.0557901626789391	"#00FF9BFF"	"#BDFFFFFF"	"#FFC5FFFF"	"#EFC3B5FF"	"white"	"orangered3"	"#00FF00FF"	"#00FF66FF"	"#0000FFFF"	"gold"
2	42	"Celaya-2009-9"	"Elotes Occidentales"	"Guanajuato"	"2009-REPO-009"	"Maíz Criollo"	"Elotes Occidentales"	NA	2009	"Palmillas de San Juan"	"Comonfort"	"Guanajuato"	-100.8147222	20.78444444	1854	"2C_semicalido740-855mm y 1B_templado>650mm"	"Ocho Hileras"	"mid"	"Eje Volcanico"	"Altiplanicie"	"Mesa del No"	0.0530979129359131	-0.0817819690464239	"#00FFDEFF"	"#D9FFFFFF"	"#FFDCFFFF"	"#B8DB00FF"	"yellow"	"mediumblue"	"#0000FFFF"	"#3300FFFF"	"#FF0000FF"	"#865700"
1	4	"2008-26"	"Chapalote"	"Sonora"	"SON2007-065"	"Reventador"	"Chapalote"	NA	2008	"Huásabas"	"Huásabas"	"Sonora"	-109.2996667	29.90441667	537	"2A_semicalido500-870mm y 1B_templado>650mm"	"Chapalote"	"low"	"Sonorense"	"Planicie Costera del Noroeste"	"Sierras del"	-0.106543925405171	0.0665319436361228	"#D3FF00FF"	"#88FFFFFF"	"#FF80FFFF"	"#EDB38BFF"	"goldenrod"	"orangered3"	"#00FF00FF"	"#8330CB"	"#007D99"	"gold"
1	31	"2009-41"	"Cacahuacintle"	"Estado de México"	"2009-041"	"Cacahuacintle"	"Cacahuacintle"	NA	2009	"San Pedro Tlaltizapán"	"Santiago Tianguistenco"	"Estado de México"	-99.50888889	19.19638889	2585	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	0.0641015573175017	0.0728756525989387	"#FFC800FF"	"#FFFFFFFF"	"#D5FFFFFF"	"#1CB000FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
2	17	"Chis-2009-80"	"Tepecintle"	"Chiapas"	"Chis-2009-80 Repetido"	""	"Tepecintle"	NA	2009	"Vicente Guerrero"	"Salto de Agua"	"Chiapas"	-92.08888889	17.32222222	120	"3A_muycalido990-1360mm"	"Dentados tropicales"	"low"	"Golfo de Mexico"	"Costa del Golfo de Mexico"	"Chiapas"	-0.0932757842744245	0.0509527136573568	"#FF00E9FF"	"#FF8AFFFF"	"#AFFFFFFF"	"#F1D8D5FF"	"red"	"springgreen4"	"#00FF00FF"	"#CC00FFFF"	"#00FFFFFF"	"#0000FFFF"
2	46	"Ig-2010-201"	"Jala"	"Nayarit"	"NAY-129"	"Criollo"	"Jala"	NA	1951	"Jala"	"Jala"	"Nayarit"	-104.4405556	21.1	1060	"2A_semicalido500-870mm y 4_Jala"	"Ocho Hileras"	"mid"	"Costa del Pacifico"	"Serranias Meridionales"	"Sierras del"	-0.065444485793221	-0.141893653378097	"#00DEFFFF"	"#C7FFFFFF"	"#FFD2FFFF"	"#E9B846FF"	"darkgoldenrod"	"mediumblue"	"#0000FFFF"	"#00FF66FF"	"green3"	"gold"
2	5	"Pue-2009-718"	"Arrocillo"	"Puebla"	"717"	"Maíz blanco"	"Arrocillo"	NA	2010	"Eloxotitlán"	"Zacatlán"	"Puebla"	-97.98080556	19.93408333	2159	"1C_templado>1000mm"	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	-0.0919121415497327	0.0650186394669401	"#FF4300FF"	"#FFC4FFFF"	"#FFFDFFFF"	"#64C600FF"	"mediumturquoise"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
1	32	"2009-49"	"Cacahuacintle"	"Estado de México"	"2009-049"	"Cacahuacintle"	"Cacahuacintle"	NA	2009	"Calimaya"	"Calimaya"	"Estado de México"	-99.61805556	19.1675	2700	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	0.0526519119134353	0.062291399440923	"#FFC800FF"	"#F8FFFFFF"	"#CEFFFFFF"	"#05A800FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
2	19	"Ig-2010-168"	"Complejo Serrano de Jalisco"	"Jalisco"	"JAL-825"	"MAIZ ROJO"	"Complejo Serrano de Jalisco"	NA	9999	"LLANO OJO ZARCO"	"TAPALPA"	"Jalisco"	-103.6666667	19.93333333	2160	""	"Sierra de Chihuahua"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Cordillera"	0.108934446990622	0.0670788615533534	"#90FF00FF"	"#CCFFFFFF"	"#FFFFFFFF"	"#61C500FF"	"white"	"violetred"	"#FF0000FF"	"#3300FFFF"	"green3"	"blue4"
2	50	"Celaya-2009-62"	"Mushito"	"Guanajuato"	"2009-JAAG-062"	"Maíz Criollo blanco"	"Mushito"	NA	2009	"Derramaderos"	"Victoria"	"Guanajuato"	-100.13722	21.3575	2500	"1C_templado>1000mm"	"Cónico"	"high"	"Altiplano Sur (Zacatecano-Potosino)"	"Altiplanicie"	"Mesa del No"	-0.0753161055962916	0.0570473425160513	"#00BCFFFF"	"#E3FFFFFF"	"#FFCBFFFF"	"#3BBA00FF"	"mediumturquoise"	"yellow2"	"#FF0000FF"	"#FF9900FF"	"#FF0000FF"	"#865700"
2	8	"INIFAP-2009-416"	"Azul"	"Chihuahua"	"416"	"Azul y blanco"	"Azul"	NA	2009	"Las Varas"	"Temosachic"	"Chihuahua"	-108.0157778	28.45730556	2220	"1A_templado540-640mm"	"Sierra de Chihuahua"	"high"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Ca¤ones Chi"	-0.0902403721174166	0.0447138684420082	"#FF6400FF"	"#9BFFFFFF"	"#FF98FFFF"	"#5BC300FF"	"turquoise"	"violetred"	"#FF0000FF"	"#007F57"	"gold"	"#00FFFFFF"
