"OrderColecta"	"NSiembra"	"Origen"	"Raza"	"Estado"	"Num_Colecta"	"Nombre_comun"	"Raza_Primaria"	"Raza_Secundaria"	"Año._de_colecta"	"Localidad"	"Municipio"	"Estado.1"	"Longitud"	"Latitud"	"Altitud"	"Ruizetal2008_grupo"	"Sanchezetal_grupo"	"Categ.Altitud"	"Rbiogeo"	"DivFloristic"	"PeralesBiog"	"pca$eigenvect[, 1]"	"pca$eigenvect[, 2]"	"ColorByRaza"	"ColorByLong"	"ColorByLat"	"ColorByAlt"	"ColorByGpEc"	"ColorByTax"	"ColorByCategAlt"	"ColorByBiogeo"	"ColorByDivFloristic"	"ColorByPeralesBiog"
1	137	"2009-5"	"Vandeño"	"Chiapas"	"5"	"Amarillo chimbo"	"Vandeño"	NA	2009	"Ejido La Concordia"	"La Concordia"	"Chiapas"	-92.69643389	16.12061694	551	"3A_muycalido990-1360mm"	"Dentados tropicales"	"low"	"Costa del Pacifico"	"Serranias Transismicas"	"Chiapas"	0.116389449484034	0.0630862767177661	"#FF0085FF"	"#FF9DFFFF"	"#93FFFFFF"	"#EDB387FF"	"red"	"springgreen4"	"#00FF00FF"	"#00FF66FF"	"#B8095F"	"#0000FFFF"
1	109	"2007-3"	"Onaveño"	"Sonora"	"SON2007-003"	"Pirineo"	"Onaveño"	NA	2007	"Cochibampo"	"Álamos"	"Sonora"	-108.8240833	27.17294444	461	"2A_semicalido500-870mm"	"Ocho Hileras"	"low"	"Costa del Pacifico"	"Costa Pacifica"	"Sierras del"	0.0512823906771941	-0.0999448396525746	"#0037FFFF"	"#93FFFFFF"	"#FFA6FFFF"	"#EDB592FF"	"gold"	"mediumblue"	"#00FF00FF"	"#00FF66FF"	"#0000FFFF"	"gold"
2	146	"Pue-2009-734"	"Arrocillo"	"Puebla"	"734"	"Maíz blanco"	"Arrocillo"	NA	2010	"Eloxochitlan"	"Zacatlán"	"Puebla"	-97.98033333	19.94305556	2131	"1C_templado>1000mm"	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	-0.0653197061094913	0.0599260680026167	"#FF4300FF"	"#FFC2FFFF"	"#FFFCFFFF"	"#76CB00FF"	"mediumturquoise"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
2	164	"Ig-2010-298"	"Jala"	"Nayarit"	"2003-6"	"Criollo"	"Jala"	NA	2003	"Jomulco"	"Jala"	"Nayarit"	-104.4286944	21.10166667	1153	"2A_semicalido500-870mm y 4_Jala"	"Ocho Hileras"	"mid"	"Costa del Pacifico"	"Serranias Meridionales"	"Sierras del"	0.0437299795865739	-0.0401775482832275	"#00DEFFFF"	"#CBFFFFFF"	"#FFD0FFFF"	"#E9BB3FFF"	"darkgoldenrod"	"mediumblue"	"#0000FFFF"	"#00FF66FF"	"green3"	"gold"
2	157	"Pue-2010-291"	"Coscomatepec"	"Puebla"	"291"	"Criollo blanco"	"Coscomatepec"	NA	2010	"Buena Vista"	"Ayotoxco de Guerrero"	"Puebla"	-97.45566667	20.12658333	126	""	"Maduración tardía"	"low"	"Golfo de Mexico"	"Costa del Golfo de Mexico"	"Planicies d"	0.103807560291954	0.0772203991327035	"#0BFF00FF"	"#FFB4FFFF"	"#FFEFFFFF"	"#F1D6D2FF"	"white"	"cyan"	"#00FF00FF"	"#CC00FFFF"	"#00FFFFFF"	"#B8095F"
1	171	"2009-183"	"Elotes Cónicos"	"Tlaxcala"	"183"	"Rojo Xocoyule"	"Elotes Cónicos"	NA	2009	"Santiago Tlalpan"	"Hueyotlipan"	"Tlaxcala"	-98.31555556	19.4875	2584	""	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.107968447900022	0.0524977330266914	"#00FFBCFF"	"#FFD5FFFF"	"#EAFFFFFF"	"#1FB100FF"	"white"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	149	"2008-28"	"Chapalote"	"Sonora"	"SON2007-067"	"Reventador oscuro"	"Chapalote"	NA	2008	"Moctezuma"	"Moctezuma"	"Sonora"	-109.6742778	29.80538889	596	"2A_semicalido500-870mm y 1B_templado>650mm"	"Chapalote"	"low"	"Sonorense"	"Altiplanicie"	"Sierras del"	-0.000631520313561394	-0.231044843403727	"#D3FF00FF"	"#86FFFFFF"	"#FF85FFFF"	"#ECB179FF"	"goldenrod"	"orangered3"	"#00FF00FF"	"#8330CB"	"#FF0000FF"	"gold"
1	165	"2009-260"	"Olotillo"	"Chiapas"	"260"	"Chimbo"	"Olotillo"	NA	2009	"Primera Sección Medio Monte"	"Tuxtla Chico"	"Chiapas"	-92.216925	14.90176111	191	"3A_muycalido990-1360mm"	"Maduración tardía"	"low"	"Costa del Pacifico"	"Soconusco"	"Chiapas"	0.112234716118283	0.0617809761069518	"#007AFFFF"	"#FF91FFFF"	"#83FFFFFF"	"#F0D0CAFF"	"red"	"cyan"	"#00FF00FF"	"#00FF66FF"	"magenta3"	"#0000FFFF"
2	159	"Chis-2009-67"	"Dzit-Bacal"	"Chiapas"	"67"	"Olotillo blanco \ocho filas\"	"Dzit-Bacal"	NA	2009	"Rivera El Gavilán"	"Ocozocoautla de Espinosa"	"Chiapas"	-93.45688889	16.75177778	779	"3A_muycalido990-1360mm"	"Maduración tardía"	"low"	"Costa del Pacifico"	"Serranias Transismicas"	"Chiapas"	0.0897416067708809	0.0406782300161158	"#00FF7AFF"	"#FFABFFFF"	"#A8FFFFFF"	"#EBB25EFF"	"red"	"cyan"	"#00FF00FF"	"#00FF66FF"	"#B8095F"	"#0000FFFF"
1	172	"2009-86"	"Elotes Cónicos"	"Hidalgo"	"86"	"Xocoyul"	"Elotes Cónicos"	NA	2009	"Calabazas, Prinera Sección"	"Agua Blanca"	"Hidalgo"	-98.37555556	20.35472222	2081	""	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	-0.0915616538933751	0.0540083431205603	"#00FFBCFF"	"#FFDCFFFF"	"#FFE5FFFF"	"#84CE00FF"	"white"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
1	150	"2009-122"	"Comiteco"	"Chiapas"	"122"	"Amarillo"	"Comiteco"	NA	2009	"La Libertad"	"Independencia"	"Chiapas"	-92.02008333	16.24877778	1550	"1C_templado>1000mm"	"Maduración tardía"	"mid"	"Los Altos de Chiapas"	"Serranias Transismicas"	"Chiapas"	0.0681726181002835	0.0646679239174289	"#B1FF00FF"	"#FF88FFFF"	"#9DFFFFFF"	"#E7D01AFF"	"mediumturquoise"	"cyan"	"#0000FFFF"	"#FF0099FF"	"#B8095F"	"#0000FFFF"
1	166	"2009-228"	"Olotón"	"Chiapas"	"228"	"Criollo amarillo"	"Olotón"	NA	2009	"Mitziton"	"San Cristóbal de las Casas"	"Chiapas"	-92.54222222	16.63975	2299	"1C_templado>1000mm"	"Maduración tardía"	"high"	"Los Altos de Chiapas"	"Serranias Transismicas"	"Chiapas"	-0.0172444842183748	0.0589004247900515	"#0059FFFF"	"#FF9AFFFF"	"#A6FFFFFF"	"#51C100FF"	"mediumturquoise"	"cyan"	"#FF0000FF"	"#FF0099FF"	"#B8095F"	"#0000FFFF"
1	160	"2009-240"	"Elotes Cónicos"	"Estado de México"	"2009-240"	"Negro Bola"	"Elotes Cónicos"	NA	2009	"San Juan Tehuixtitlán"	"Atlautla"	"Estado de México"	-98.77233333	19.05555556	2600	""	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.100974404584715	0.0548715584401188	"#00FFBCFF"	"#FFEFFFFF"	"#C7FFFFFF"	"#17AE00FF"	"white"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	173	"2007-083"	"Elotero de Sinaloa"	"Sinaloa"	"SIN-2007-083"	"Negro"	"Elotero de Sinaloa"	NA	2007	"La Labor"	"San Ignacio"	"Sinaloa"	-106.4261111	23.84611111	258	""	"Chapalote"	"low"	"Costa del Pacifico"	"Costa Pacifica"	"Sierras del"	0.0278540179389257	-0.138073078714256	"#00FF9BFF"	"#B0FFFFFF"	"#FFBBFFFF"	"#EEBCA7FF"	"white"	"orangered3"	"#00FF00FF"	"#00FF66FF"	"#0000FFFF"	"gold"
2	152	"Guerrero-2008-30"	"Conejo"	"Guerrero"	"30"	"Blanco"	"Conejo"	NA	2008	"Tamalakatzingo"	"Olinalá"	"Guerrero"	-98.68102778	17.88563889	1493	""	"Tropicales precoces"	"mid"	"Sierra Madre del Sur"	"Depresion del Balsas"	"Cordillera"	0.0509022330333599	0.0101815299787716	"#6FFF00FF"	"#FFEAFFFF"	"#B6FFFFFF"	"#E8C728FF"	"white"	"red2"	"#0000FFFF"	"#007700"	"#FF00FFFF"	"blue4"
1	167	"2009-269"	"Olotón"	"Chiapas"	"269"	"Maiz de año (trapichio)"	"Olotón"	NA	2009	"Puente Maravillas"	"Motozintla"	"Chiapas"	-92.18767778	15.29614444	1220	"1C_templado>1000mm"	"Maduración tardía"	"mid"	"Soconusco"	"Serranias Transismicas"	NA	0.0343596036923291	0.0532712835853591	"#0059FFFF"	"#FF8CFFFF"	"#85FFFFFF"	"#E9BC3CFF"	"mediumturquoise"	"cyan"	"#0000FFFF"	"#0068C5"	"#B8095F"	NA
1	161	"2009-128"	"Elotes Cónicos"	"Tlaxcala"	"128"	"Xocoyule"	"Elotes Cónicos"	NA	2009	"Quinta Sección San José Teacalco"	"San José Teacalco"	"Tlaxcala"	-98.04722222	19.33861111	2620	""	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.0970936572655391	0.060505171393003	"#00FFBCFF"	"#FFC7FFFF"	"#DEFFFFFF"	"#11AC00FF"	"white"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	174	"2007-38"	"Elotero de Sinaloa"	"Sinaloa"	"SIN-2007-038"	"Maíz Negro "	"Elotero de Sinaloa"	NA	2007	"Potrerillo"	"Concordia"	"Sinaloa"	-105.8308333	23.4575	1526	""	"Chapalote"	"mid"	"Costa del Pacifico"	"Costa Pacifica"	"Sierras del"	0.0252004813023764	-0.101265518064187	"#00FF9BFF"	"#B9FFFFFF"	"#FFBDFFFF"	"#E7CB21FF"	"white"	"orangered3"	"#0000FFFF"	"#00FF66FF"	"#0000FFFF"	"gold"
1	154	"2009-244"	"Cónico"	"Estado de México"	"2009-244"	"Azul"	"Cónico"	NA	2009	"San Antonio Soyatzingo"	"Amecameca"	"Estado de México"	-98.78166667	19.09055556	2400	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.103869552331902	0.059300419657302	"#4EFF00FF"	"#FFF3FFFF"	"#C9FFFFFF"	"#4BBF00FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
2	169	"Ig-2010-328"	"Jala"	"Nayarit"	"2004-17"	"Criollo"	"Jala"	NA	2004	"Jomulco"	"Jala"	"Nayarit"	-104.4399794	21.07805	1057	"2A_semicalido500-870mm y 4_Jala"	"Ocho Hileras"	"mid"	"Costa del Pacifico"	"Serranias Meridionales"	"Sierras del"	0.0283113860395705	-0.0862633830090826	"#00DEFFFF"	"#C9FFFFFF"	"#FFD3FFFF"	"#EAB749FF"	"darkgoldenrod"	"mediumblue"	"#0000FFFF"	"#00FF66FF"	"green3"	"gold"
2	162	"Celaya-2009-15"	"Elotes Occidentales"	"Guanajuato"	"2009-REPO-015"	"Maíz Criollo"	"Elotes Occidentales"	NA	2009	"Miraflores"	"Comonfort"	"Guanajuato"	-100.9355556	20.78722222	2071	"2C_semicalido740-855mm y 1B_templado>650mm"	"Ocho Hileras"	"high"	"Altiplano Sur (Zacatecano-Potosino)"	"Altiplanicie"	"Mesa del No"	-0.020991027797895	-0.0841545754290884	"#00FFDEFF"	"#D7FFFFFF"	"#FFDAFFFF"	"#8BD000FF"	"yellow"	"mediumblue"	"#FF0000FF"	"#FF9900FF"	"#FF0000FF"	"#865700"
1	176	"2009-66"	"Pepitilla"	"Estado de México"	"2009-066"	"Ancho Blanco-Rojo"	"Pepitilla"	NA	2009	"El Peñón"	"Temascaltepec"	"Estado de México"	-100.1083333	19.04388889	1779	"2C_semicalido740-855mm"	"Dentados tropicales"	"mid"	"Eje Volcanico"	"Depresion del Balsas"	"Cordillera"	-0.00994676575264215	-0.0489524405655676	"#2C00FFFF"	"#E5FFFFFF"	"#C4FFFFFF"	"#D5E200FF"	"yellow3"	"springgreen4"	"#0000FFFF"	"#3300FFFF"	"#FF00FFFF"	"blue4"
2	156	"INIFAP-2009-5"	"Cónico Norteño"	"Chihuahua"	"5"	"Blanco mezclado"	"Cónico Norteño"	NA	2009	"Zamaloapan"	"Cuauhtemoc"	"Chihuahua"	-106.6555	28.51872222	2019	"1B_templado>650mm"	"Cónico"	"high"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Ca¤ones Chi"	-0.0497607893959675	-0.0569362763191157	"#2CFF00FF"	"#A8FFFFFF"	"#FF91FFFF"	"#A1D600FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#007F57"	"gold"	"#00FFFFFF"
1	170	"2009-98"	"Elotes Cónicos"	"Estado de México"	"2009-098"	"Rosado"	"Elotes Cónicos"	NA	2009	"San Juan Jalpa"	"San Felipe del Progreso"	"Estado de México"	-99.92944444	19.70611111	2535	""	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.104915101643714	0.0639969727525667	"#00FFBCFF"	"#ECFFFFFF"	"#F6FFFFFF"	"#35B800FF"	"white"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	163	"2008-46"	"Gordo"	"Sonora"	"SON2007-085"	"Maíz Blando"	"Gordo"	NA	2008	"Mesa de Tres Ríos"	"Nácori Chico"	"Sonora"	-108.7097222	29.84027778	1880	"1A_templado540-640mm"	"Sierra de Chihuahua"	"mid"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"BC y Noroes"	-0.0594032553486655	-0.14823222090878	"#00FFFFFF"	"#94FFFFFF"	"#FF81FFFF"	"#B1D900FF"	"turquoise"	"violetred"	"#0000FFFF"	"#007F57"	"gold"	"darkorange2"
1	177	"2009-266"	"Tepecintle"	"Chiapas"	"266"	"Criollo amarillo"	"Tepecintle"	NA	2009	"Cacaoatales"	"Metapa de Oguez"	"Chiapas"	-92.19657222	14.82029722	100	"3A_muycalido990-1360mm"	"Dentados tropicales"	"low"	"Costa del Pacifico"	"Soconusco"	"Chiapas"	0.11363624529929	0.0580562699064905	"#FF00E9FF"	"#FF8DFFFF"	"#80FFFFFF"	"#F1DEDCFF"	"red"	"springgreen4"	"#00FF00FF"	"#00FF66FF"	"magenta3"	"#0000FFFF"
1	178	"2009-275"	"Tepecintle"	"Chiapas"	"275"	"Maiz negro"	"Tepecintle"	NA	2009	"Monterrey Segunda"	"Tila"	"Chiapas"	-92.46687222	17.25071111	899	"3A_muycalido990-1360mm"	"Dentados tropicales"	"low"	"Los Altos de Chiapas"	"Serranias Transismicas"	"Chiapas"	0.0950734900377002	0.0569408054849787	"#FF00E9FF"	"#FF98FFFF"	"#ADFFFFFF"	"#EAB35AFF"	"red"	"springgreen4"	"#00FF00FF"	"#FF0099FF"	"#B8095F"	"#0000FFFF"
1	192	"2008-182"	"Cónico"	"Estado de México"	"2009-182"	"Blanco Criollo"	"Cónico"	NA	2009	"Xala"	"Axapusco"	"Estado de México"	-98.64722222	19.75944444	2479	"1B_templado>650mm"	"Cónico"	"high"	"Altiplano Sur (Zacatecano-Potosino)"	"Altiplanicie"	"Mesa Centra"	-0.0988899930403067	0.0383463832545493	"#4EFF00FF"	"#FFE7FFFF"	"#FAFFFFFF"	"#41BC00FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#FF9900FF"	"#FF0000FF"	"green3"
2	185	"Pue-2009-732"	"Arrocillo"	"Puebla"	"732"	"Maíz blanco"	"Arrocillo"	NA	2010	"Foxcoatzingo"	"Zacatlán"	"Puebla"	-97.97941667	19.95577778	2104	"1C_templado>1000mm"	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	-0.0819159550459571	0.0598471008557457	"#FF4300FF"	"#FFC0FFFF"	"#FFFAFFFF"	"#7DCD00FF"	"mediumturquoise"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
2	201	"INIFAP-2009-323"	"Tablilla de Ocho"	"Chihuahua"	"323"	"Ocho carreras amarillo y blanco"	"Tablilla de Ocho"	NA	2009	"La Noria y Anexos"	"Huejotitan"	"Chihuahua"	-106.0163611	26.94213889	1775	"2B_semicalido450-620mm"	"Ocho Hileras"	"mid"	"Sierra Madre Occidental"	"Sierra Madre Occidental"	"Mesa del No"	0.0248498458144927	-0.0423064419551988	"#9000FFFF"	"#B6FFFFFF"	"#FFA8FFFF"	"#D9E300FF"	"khaki"	"mediumblue"	"#0000FFFF"	"#007F57"	"gold"	"#865700"
1	179	"2009-97"	"Cónico"	"Estado de México"	"2009-097"	"Amarillo"	"Cónico"	NA	2009	"San Antonio Mextepec"	"San Felipe del Progreso"	"Estado de México"	-99.95611111	19.65111111	2663	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.101745973018941	0.0584312962237239	"#4EFF00FF"	"#EAFFFFFF"	"#F5FFFFFF"	"#0AA900FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	193	"2009-277"	"Vandeño"	"Chiapas"	"277"	"Maiz negro (morado) yaxum"	"Vandeño"	NA	2009	"Monterrey Segunda"	"Tila"	"Chiapas"	-92.46687222	17.25071111	899	"3A_muycalido990-1360mm"	"Dentados tropicales"	"low"	"Los Altos de Chiapas"	"Serranias Transismicas"	"Chiapas"	0.104536904674899	0.0569225741171872	"#FF0085FF"	"#FF98FFFF"	"#ADFFFFFF"	"#EAB35AFF"	"red"	"springgreen4"	"#00FF00FF"	"#FF0099FF"	"#B8095F"	"#0000FFFF"
1	186	"2009-133"	"Comiteco"	"Chiapas"	"133"	"Amarillo"	"Comiteco"	NA	2009	"Guayamuses"	"Independencia"	"Chiapas"	-91.97488889	16.23313889	1550	"1C_templado>1000mm"	"Maduración tardía"	"mid"	"Los Altos de Chiapas"	"Serranias Transismicas"	"Chiapas"	0.0596395213730728	0.0578399950462714	"#B1FF00FF"	"#FF83FFFF"	"#9AFFFFFF"	"#E7D01AFF"	"mediumturquoise"	"cyan"	"#0000FFFF"	"#FF0099FF"	"#B8095F"	"#0000FFFF"
2	202	"Nay-2010-80"	"Tabloncillo Perla"	"Nayarit"	"80"	"Tabloncillo perla"	"Tabloncillo Perla"	NA	2010	"Peñas, Nayarit"	"Del Nayar"	"Nayarit"	-105.2216111	21.94602778	20	"2A_semicalido500-870mm"	"Ocho Hileras"	"low"	"Costa del Pacifico"	"Costa Pacifica"	"Sierras del"	0.0441151547560199	-0.103315959228924	"#D300FFFF"	"#C0FFFFFF"	"#FFC9FFFF"	"#F2EFEFFF"	"gold"	"mediumblue"	"#00FF00FF"	"#00FF66FF"	"#0000FFFF"	"gold"
1	180	"2009-116"	"Cónico"	"Hidalgo"	"116"	"Maíz rojo o xucuyul"	"Cónico"	NA	2009	"El Capulín"	"Cuautepec de Hinojosa"	"Hidalgo"	-98.27472222	19.99861111	2297	"1B_templado>650mm"	"Cónico"	"high"	"Sierra Madre Oriental"	"Sierra Madre Oriental"	"Mesa Centra"	-0.107946221919002	0.0512062444695873	"#4EFF00FF"	"#FFD0FFFF"	"#FFF5FFFF"	"#54C100FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#007D99"	"blue4"	"green3"
2	195	"Nay-2010-51"	"Tabloncillo Perla"	"Nayarit"	"51"	"Tabloncillo cristalino"	"Tabloncillo Perla"	NA	2010	"El Colomo, Nayarit"	"Bahia de banderas"	"Nayarit"	-105.1493611	20.87416667	54	"2A_semicalido500-870mm"	"Ocho Hileras"	"low"	"Costa del Pacifico"	"Serranias Meridionales"	"Sierras del"	0.0514558559584389	-0.0865460683866292	"#D300FFFF"	"#C2FFFFFF"	"#FFD9FFFF"	"#F2E5E4FF"	"gold"	"mediumblue"	"#00FF00FF"	"#00FF66FF"	"green3"	"gold"
1	187	"2009-84"	"Cónico"	"Estado de México"	"2009-084"	"Amarillo"	"Cónico"	NA	2009	"Emiliano Zapata"	"Ixtlahuaca"	"Estado de México"	-99.79111111	19.56944444	2538	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.102602860492893	0.0561641468395145	"#4EFF00FF"	"#F1FFFFFF"	"#EFFFFFFF"	"#30B600FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	181	"2009-139"	"Cónico"	"Tlaxcala"	"139"	"Blanco"	"Cónico"	NA	2009	"Cerca de Xalostoc"	"Xalostoc"	"Tlaxcala"	-98.06944444	19.39388889	2469	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.107728825526424	0.0567084398649227	"#4EFF00FF"	"#FFCCFFFF"	"#E3FFFFFF"	"#44BD00FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	197	"2008-33"	"Reventador"	"Sonora"	"SON2007-072"	"Reventador"	"Reventador"	NA	2008	"La Estancia"	"Aconchi"	"Sonora"	-110.2101111	29.79355556	598	"2A_semicalido500-870mm"	"Chapalote"	"low"	"Sonorense"	"Altiplanicie"	"BC y Noroes"	0.0424606964477951	-0.106353598921925	"#6F00FFFF"	"#83FFFFFF"	"#FF88FFFF"	"#ECB176FF"	"gold"	"orangered3"	"#00FF00FF"	"#8330CB"	"#FF0000FF"	"darkorange2"
1	188	"2009-133"	"Cónico"	"Estado de México"	"2009-133"	"Criollo Ahumado"	"Cónico"	NA	2009	"San Pablo Malacatepec"	"Villa de Allende"	"Estado de México"	-100.1675028	19.35202222	2452	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.102647850330601	0.0569699168950585	"#4EFF00FF"	"#E1FFFFFF"	"#E0FFFFFF"	"#48BE00FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
2	182	"Guerrero-2008-45"	"Conejo"	"Guerrero"	"45"	"Blanco"	"Conejo"	NA	2008	"Cualác"	"Cualác"	"Guerrero"	-98.65641667	17.74525	1402	""	"Tropicales precoces"	"mid"	"Sierra Madre del Sur"	"Depresion del Balsas"	"Cordillera"	0.0793986291030672	0.00522545970157797	"#6FFF00FF"	"#FFE8FFFF"	"#B0FFFFFF"	"#E8C32EFF"	"white"	"red2"	"#0000FFFF"	"#007700"	"#FF00FFFF"	"blue4"
1	198	"TAMS-63"	"Ratón"	"Tamaulipas"	"63"	"Olote delgadito"	"Ratón"	NA	2007	"Ejido Nuevo San Antonio"	"San Carlos"	"Tamaulipas"	-99.02108333	24.29011111	199	"2A_semicalido500-870mm"	"Tropicales precoces"	"low"	"Golfo de Mexico"	"Planicie Costera del Noreste"	"Mesa del No"	0.108540782221103	0.0508102365159248	"#4E00FFFF"	"#FFFAFFFF"	"#FFB7FFFF"	"#F0CCC3FF"	"gold"	"red2"	"#00FF00FF"	"#CC00FFFF"	"#865700"	"#865700"
1	190	"2009-80"	"Cónico"	"Estado de México"	"2009-080"	"Rosado"	"Cónico"	NA	2009	"San Diego Suchitepec"	"Villa  Victoria"	"Estado de México"	-100.0255556	19.49083333	2576	"1B_templado>650mm"	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.107292497732135	0.0516526772347668	"#4EFF00FF"	"#E8FFFFFF"	"#ECFFFFFF"	"#24B300FF"	"lightseagreen"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
1	200	"2009-264"	"Olotillo"	"Chiapas"	"264"	"Olotillo"	"Olotillo"	NA	2009	"Medio Monte"	"Tuxtla Chico"	"Chiapas"	-92.2045	14.87376389	159	"3A_muycalido990-1360mm"	"Maduración tardía"	"low"	"Costa del Pacifico"	"Soconusco"	"Chiapas"	0.106874561168218	0.0591701046632531	"#007AFFFF"	"#FF8FFFFF"	"#81FFFFFF"	"#F0D3CEFF"	"red"	"cyan"	"#00FF00FF"	"#00FF66FF"	"magenta3"	"#0000FFFF"
1	183	"2009-127"	"Comiteco"	"Chiapas"	"127"	"Amarillo"	"Comiteco"	NA	2009	"Carranza"	"Independencia"	"Chiapas"	-91.93747222	16.19525	1550	"1C_templado>1000mm"	"Maduración tardía"	"mid"	"Los Altos de Chiapas"	"Serranias Transismicas"	"Chiapas"	0.0602141002756602	0.0616545161550262	"#B1FF00FF"	"#FF81FFFF"	"#94FFFFFF"	"#E7D01AFF"	"mediumturquoise"	"cyan"	"#0000FFFF"	"#FF0099FF"	"#B8095F"	"#0000FFFF"
1	191	"2009-266"	"Elotes Cónicos"	"Estado de México"	"2009-266"	"Chitocle (Rosado)"	"Elotes Cónicos"	NA	2009	"Pahuacán"	"Ayapango"	"Estado de México"	-98.80666667	19.10861111	2560	""	"Cónico"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.098703252298009	0.0530358838414795	"#00FFBCFF"	"#FFF6FFFF"	"#CCFFFFFF"	"#27B400FF"	"white"	"yellow2"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
NA	96	"Jardin Etnobotanico Oaxaca"	"Zea m. parviglumis"	"Oaxaca"	"M. Winter S/N"	"teocintle"	"parviglumis"	NA	1999	"Camino a Juchatengo"	"San Jerónimo Coatlán"	"Oaxaca"	-97.04883	16.32283	1135	"teocintle"	"Zea m. parviglumis"	"mid"	"Costa del Pacifico"	"Costa Pacifica"	"Complejo de"	-0.0568615556032119	-0.0672778816791999	"darkgrey"	"#FFB0FFFF"	"#A1FFFFFF"	"#E9BA43FF"	"grey"	"black"	"#0000FFFF"	"#00FF66FF"	"#0000FFFF"	"#FF00FFFF"
NA	203	"Luis Eguiarte"	"Zea m. mexicana"	"Estado de México"	""	"teocintle"	"mexicana"	NA	NA	"villa seca"	"Toluca"	"Estado de México"	-99.62705556	19.40747222	2581	"teocintle"	"Zea m. mexicana"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.0995885046166931	-0.00190380161724455	"black"	"#F6FFFFFF"	"#E5FFFFFF"	"#21B200FF"	"grey"	"black"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
NA	911	"Luis Eguiarte 1_1"	"Zea m. parviglumis"	"Guerrero"	NA	"teocintle"	"parviglumis"	NA	NA	"Teloloapan"	"Teloloapan"	"Guerrero"	-99.84108	18.34983	1649	"teocintle"	"Zea m. parviglumis"	"mid"	"Depresion del Balsas"	"Depresion del Balsas"	"Cordillera"	-0.0553021442718482	-0.0693316459471457	"darkgrey"	"#EEFFFFFF"	"#B9FFFFFF"	"#E6DF07FF"	"grey"	"black"	"#0000FFFF"	"#0066FFFF"	"#FF00FFFF"	"blue4"
NA	9107	"Luis Eguarte 10_7"	"Zea m. mexicana"	"Estado de México"	NA	"teocintle"	"mexicana"	NA	NA	"Villa Seca"	"Otzolotepec"	"Estado de México"	-99.62705556	19.40747222	2581	"teocintle"	"Zea m. mexicana"	"high"	"Eje Volcanico"	"Serranias Meridionales"	"Mesa Centra"	-0.101211215830223	0.00420259405234199	"black"	"#F6FFFFFF"	"#E5FFFFFF"	"#21B200FF"	"grey"	"black"	"#FF0000FF"	"#3300FFFF"	"green3"	"green3"
